CustomerKey,Customer Code,Name,Education,Occupation
3870,14869,"Bryant, Jennifer",Partial College,Clerical
3871,14870,"Ortega, Brandi",Partial College,Clerical
3877,14876,"Anderson, Nathan",Graduate Degree,Skilled Manual
3879,14878,"Murphy, Marcus",Graduate Degree,Skilled Manual
3880,14879,"Richardson, Andrea",Graduate Degree,Skilled Manual
3892,14891,"Hayes, Kyle",Partial College,Clerical
3893,14892,"Sanders, Savannah",Partial College,Clerical
2278,13277,"Brown, Nathan",Partial College,Professional
2281,13280,"Adams, Bailey",Partial College,Professional
2287,13286,"Rodriguez, Hannah",Partial College,Professional
5093,16092,"Bryant, Jessica",Graduate Degree,Professional
5094,16093,"Morris, Kaitlyn",Graduate Degree,Professional
5095,16094,"Brown, Kayla",Graduate Degree,Professional
5096,16095,"Garcia, Marcus",Graduate Degree,Professional
5100,16099,"Jenkins, Julian",Graduate Degree,Professional
5101,16100,"Johnson, Jose",Graduate Degree,Professional
5102,16101,"Lopez, Mary",Graduate Degree,Professional
5103,16102,"Alexander, Marcus",Bachelors,Professional
5105,16104,"Hernandez, Jordan",Bachelors,Skilled Manual
5106,16105,"Diaz, Kristy",Bachelors,Skilled Manual
18950,CS860,Unknown,Unknown,Unknown
3741,14740,"Scott, Jenna",Partial College,Clerical
3756,14755,"Davis, Robert",Partial College,Clerical
3857,14856,"Carlson, Kari",Partial High School,Clerical
5092,16091,"Lewis, Alyssa",Bachelors,Skilled Manual
3765,14764,"Scott, Xavier",Graduate Degree,Skilled Manual
3853,14852,"Gonzalez, Adam",Partial College,Skilled Manual
2277,13276,"Johnson, Sarah",Bachelors,Management
3751,14750,"Green, Mary",Partial College,Clerical
2284,13283,"Griffin, Dakota",Partial College,Professional
5598,16597,"Xu, Kelli",Partial College,Professional
6094,17093,"Sanchez, Seth",Bachelors,Skilled Manual
6104,17103,"Xu, Franklin",Partial College,Clerical
6105,17104,"Rodriguez, Clifford",Partial College,Clerical
6221,17220,"Wang, Glenn",High School,Management
6222,17221,"Navarro, Ricky",High School,Management
6631,17630,"Zhang, Gilbert",Bachelors,Skilled Manual
6632,17631,"He, Cara",Bachelors,Skilled Manual
1279,12278,"Johnsen, Meredith",High School,Manual
1397,12396,"Yang, Susan",High School,Manual
1459,12458,"Sanchez, Veronica",Bachelors,Clerical
1476,12475,"Carter, Logan",Partial High School,Manual
6093,17092,"Beck, Devon",Bachelors,Skilled Manual
6225,17224,"Li, Mandy",Partial High School,Skilled Manual
16960,27959,"Ramos, Armando",Partial College,Management
7170,18169,"Liang, Alisha",High School,Professional
7183,18182,"Prasad, Kristi",Partial High School,Skilled Manual
7184,18183,"Schmidt, Meagan",Partial High School,Skilled Manual
7620,18619,"Mehta, Dominic",Bachelors,Skilled Manual
3828,14827,"Xu, Ernest",Partial College,Clerical
3829,14828,"Muñoz, Hector",Partial College,Clerical
3836,14835,"Saunders, Melody",Partial College,Clerical
3838,14837,"Li, Dennis",Partial College,Clerical
3839,14838,"Alvarez, Darren",Partial College,Clerical
3842,14841,"Pal, Franklin",Partial High School,Manual
3843,14842,"Kim, Meagan",High School,Manual
7171,18170,"Perez, Adam",High School,Professional
3835,14834,"Jimenez, Ebony",Partial College,Clerical
7168,18167,"Chander, Raul",High School,Professional
5813,16812,"Richardson, Alexa",Partial College,Professional
5815,16814,"Collins, Isabella",Partial College,Professional
5816,16815,"Brown, Jacob",Partial College,Professional
5817,16816,"Miller, Julia",Partial College,Professional
5818,16817,"Peterson, Evan",Partial College,Professional
5820,16819,"Cox, Dalton",Partial College,Professional
5833,16832,"Parker, Isaiah",Graduate Degree,Management
5836,16835,"Nelson, Noah",Graduate Degree,Management
4290,15289,"Gray, Katelyn",Graduate Degree,Skilled Manual
4291,15290,"Thompson, Edward",Graduate Degree,Skilled Manual
4293,15292,"Bailey, Megan",Graduate Degree,Skilled Manual
4295,15294,"Robinson, Michael",Graduate Degree,Skilled Manual
4296,15295,"Shan, Louis",Graduate Degree,Skilled Manual
4297,15296,"Peterson, Chloe",Graduate Degree,Skilled Manual
4298,15297,"Bryant, Nicole",Graduate Degree,Skilled Manual
4300,15299,"Lopez, Charles",Bachelors,Skilled Manual
4301,15300,"Butler, Seth",Graduate Degree,Skilled Manual
4299,15298,"Chandra, Joe",Bachelors,Skilled Manual
5814,16813,"Diaz, Carson",Partial College,Professional
5819,16818,"Reed, Gabrielle",Partial College,Professional
5834,16833,"Cooper, Richard",Graduate Degree,Management
4294,15293,"Watson, Mason",Graduate Degree,Skilled Manual
6846,17845,"Diaz, Ebony",Partial High School,Manual
6848,17847,"Lee, Logan",Partial College,Clerical
6849,17848,"Yuan, Jaime",Partial College,Clerical
6852,17851,"Tang, Warren",Partial High School,Manual
6853,17852,"Shan, Lindsey",Partial High School,Manual
6854,17853,"Chen, Ernest",Partial High School,Manual
6857,17856,"Rai, Roger",Partial High School,Manual
6858,17857,"Cabello, Albert",Partial High School,Manual
6874,17873,"She, Alejandro",Graduate Degree,Manual
6876,17875,"Anand, Tommy",Graduate Degree,Manual
6877,17876,"Harris, Fernando",Graduate Degree,Manual
6878,17877,"Blanco, Danny",Bachelors,Manual
6855,17854,"Gomez, Shannon",Partial College,Clerical
10763,21762,"Hernandez, Andrea",Bachelors,Management
13498,24497,"James, Abigail",High School,Skilled Manual
4818,15817,"Alexander, Chloe",High School,Skilled Manual
4819,15818,"Perez, Stanley",High School,Skilled Manual
4826,15825,"Simmons, Angela",High School,Skilled Manual
4828,15827,"Ward, Danielle",High School,Skilled Manual
4835,15834,"Green, Rebecca",Partial College,Skilled Manual
4836,15835,"Smith, Marcus",Partial College,Skilled Manual
4837,15836,"Jackson, Devin",Partial College,Skilled Manual
4838,15837,"Johnston, Julia",High School,Skilled Manual
4841,15840,"Peterson, Natalie",Partial College,Skilled Manual
4842,15841,"Shan, Luis",Bachelors,Management
4843,15842,"Gray, Haley",Bachelors,Management
4844,15843,"Wright, Caleb",Bachelors,Management
4846,15845,"Carter, Mackenzie",Bachelors,Management
13501,24500,"Johnson, Seth",High School,Skilled Manual
13508,24507,"Garcia, Madison",High School,Skilled Manual
13509,24508,"Phillips, Alex",High School,Skilled Manual
13511,24510,"Martinez, Christian",High School,Skilled Manual
18952,CS862,Unknown,Unknown,Unknown
13499,24498,"Washington, Angela",High School,Skilled Manual
13510,24509,"Long, Emma",High School,Skilled Manual
4845,15844,"Brown, Megan",Bachelors,Management
14738,25737,"Liu, Marshall",Graduate Degree,Clerical
14780,25779,"Cai, Marshall",Partial College,Professional
14781,25780,"Gill, Dana",Partial College,Professional
14795,25794,"Tang, Kristin",High School,Professional
15227,26226,"Andersen, Michele",Partial College,Clerical
15228,26227,"Gutierrez, Joe",Partial College,Clerical
15229,26228,"Perez, Carolyn",Partial College,Clerical
14752,25751,"Alvarez, Gina",Graduate Degree,Skilled Manual
4898,15897,"Cooper, Haley",Partial College,Professional
4899,15898,"Gonzalez, Isaiah",Partial College,Professional
4902,15901,"Bryant, Taylor",Partial College,Professional
4903,15902,"Diaz, Robert",Partial College,Professional
4904,15903,"Barnes, Abigail",Partial College,Professional
4908,15907,"Bailey, Steven",Partial College,Professional
4909,15908,"Wilson, David",Partial College,Professional
4911,15910,"Hughes, Caleb",Partial College,Professional
4912,15911,"Baker, Maria",High School,Professional
4913,15912,"Simmons, Mya",High School,Professional
4916,15915,"Cox, Alex",Partial College,Professional
4919,15918,"Ruiz, Roberto",Partial College,Professional
5917,16916,"Dominguez, Cheryl",Graduate Degree,Management
4905,15904,"Bennett, Janice",Partial College,Professional
4910,15909,"Ross, Cassidy",Partial College,Professional
4900,15899,"James, Ian",Partial College,Professional
4915,15914,"Bryant, Logan",Partial College,Professional
7583,18582,"Morgan, Bryan",Graduate Degree,Professional
7584,18583,"Kumar, Luis",Graduate Degree,Professional
7585,18584,"Evans, Haley",Graduate Degree,Professional
7586,18585,"Blue, Katherine",Graduate Degree,Professional
7588,18587,"Arun, Monica",Bachelors,Professional
7589,18588,"Rogers, Isabella",Bachelors,Professional
7590,18589,"Stewart, Anna",Bachelors,Professional
17275,28274,"Rodriguez, William",Partial High School,Skilled Manual
17276,28275,"Howard, Ian",Partial High School,Skilled Manual
17277,28276,"Deng, Christy",Partial College,Professional
17279,28278,"Becker, Jaime",Graduate Degree,Management
17280,28279,"Simmons, Spencer",Graduate Degree,Management
17281,28280,"Powell, Tristan",Graduate Degree,Management
2992,13991,"Hayes, Jack",Partial College,Skilled Manual
2993,13992,"Xie, Gregory",Partial College,Skilled Manual
2994,13993,"Patterson, Zachary",Partial College,Skilled Manual
3000,13999,"Gonzales, Elijah",Partial College,Skilled Manual
18953,CS863,Unknown,Unknown,Unknown
7587,18586,"Patterson, Benjamin",Graduate Degree,Professional
3001,14000,"Sharma, Terry",Partial High School,Clerical
17278,28277,"Deng, Katrina",Partial College,Professional
7582,18581,"Dominguez, Melinda",Graduate Degree,Professional
1328,12327,"Liang, Edwin",Partial College,Management
1331,12330,"Raman, Preston",Partial College,Management
16762,27761,"Madan, Monica",Graduate Degree,Clerical
16776,27775,"Shen, Nina",Bachelors,Clerical
496,11495,"Jimenez, Francis",Partial College,Clerical
568,11567,"Perez, Carla",Bachelors,Clerical
585,11584,"Carter, Devin",Bachelors,Skilled Manual
1320,12319,"Ye, Shannon",High School,Professional
1325,12324,"Lal, Dale",High School,Professional
1292,12291,"Suri, Johnathan",Partial College,Professional
6942,17941,"Jenkins, David",Partial College,Manual
6943,17942,"Watson, Steven",Partial College,Manual
6947,17946,"Washington, Jocelyn",Graduate Degree,Clerical
6948,17947,"Srini, Erick",Graduate Degree,Clerical
6953,17952,"Beck, Brendan",High School,Manual
6956,17955,"Zhao, Ronnie",Partial College,Manual
6964,17963,"Collins, Natalie",Bachelors,Clerical
6990,17989,"Sun, Tiffany",High School,Manual
6993,17992,"Ma, Sandra",Partial High School,Manual
6994,17993,"Williams, Richard",High School,Manual
6995,17994,"Xu, Bradley",High School,Manual
6946,17945,"Rubio, Julio",Graduate Degree,Clerical
6971,17970,"Martinez, Erick",High School,Manual
6981,17980,"Hughes, Paige",Bachelors,Clerical
16961,27960,"Alonso, Randall",Partial College,Management
16964,27963,"Dominguez, Kendra",Partial College,Management
4091,15090,"Mehta, Troy",High School,Manual
4656,15655,"Gomez, Deanna",Partial College,Manual
4657,15656,"Zhao, Darryl",Partial College,Manual
4660,15659,"Rivera, Angela",Partial College,Manual
4665,15664,"Vazquez, Jill",Bachelors,Clerical
11475,22474,"Zhu, Leah",Partial High School,Manual
3563,14562,"Stewart, Bryce",Bachelors,Skilled Manual
3564,14563,"Carter, Fernando",Bachelors,Skilled Manual
3565,14564,"Bailey, Chloe",Bachelors,Skilled Manual
3566,14565,"Hernandez, Natalie",Bachelors,Skilled Manual
18955,CS866,Unknown,Unknown,Unknown
19126,CS716,Unknown,Unknown,Unknown
13995,24994,"Sanders, Lauren",High School,Professional
17816,28815,"James, Lauren",Graduate Degree,Skilled Manual
17821,28820,"Alvarez, Naomi",Bachelors,Skilled Manual
17823,28822,"Alexander, Amanda",Bachelors,Skilled Manual
17824,28823,"Brown, Xavier",Graduate Degree,Skilled Manual
17825,28824,"Gonzales, Brandon",Graduate Degree,Skilled Manual
17826,28825,"Hernandez, Caleb",Graduate Degree,Skilled Manual
17827,28826,"Sharma, Jack",Graduate Degree,Skilled Manual
17828,28827,"Robinson, Joshua",Graduate Degree,Professional
17822,28821,"Jackson, Blake",Bachelors,Skilled Manual
17829,28828,"Murphy, Andrea",Graduate Degree,Professional
17817,28816,"Cox, Jessica",Graduate Degree,Skilled Manual
18956,CS867,Unknown,Unknown,Unknown
18957,CS868,Unknown,Unknown,Unknown
18132,29131,"Coleman, Brandon",Bachelors,Professional
18133,29132,"Cook, Brianna",Bachelors,Professional
7387,18386,"Shan, Kevin",Partial College,Professional
7388,18387,"Green, Carlos",Bachelors,Management
7389,18388,"Russell, Julia",Bachelors,Management
7399,18398,"Sanchez, Geoffrey",Bachelors,Management
18958,CS869,Unknown,Unknown,Unknown
18951,CS861,Unknown,Unknown,Unknown
17490,28489,"Zhu, Jeffery",Partial College,Manual
17491,28490,"Ramos, Krista",Partial College,Manual
17495,28494,"Martinez, Ross",Graduate Degree,Clerical
17494,28493,"Wilson, Morgan",Graduate Degree,Clerical
18959,CS870,Unknown,Unknown,Unknown
18960,CS871,Unknown,Unknown,Unknown
4862,15861,"Zhao, Damien",Partial College,Clerical
4863,15862,"Narayanan, Sriniwa",Graduate Degree,Skilled Manual
4866,15865,"Price, Isabel",High School,Skilled Manual
4868,15867,"White, Victoria",Graduate Degree,Skilled Manual
4870,15869,"Hall, Alexandra",Graduate Degree,Skilled Manual
18954,CS865,Unknown,Unknown,Unknown
18961,CS872,Unknown,Unknown,Unknown
12374,23373,"Murphy, Gabrielle",Graduate Degree,Professional
12375,23374,"Gray, Emma",Bachelors,Professional
12376,23375,"Zhang, Christian",Bachelors,Professional
12382,23381,"Hu, Bianca",High School,Skilled Manual
12383,23382,"Barnes, Xavier",Partial College,Skilled Manual
12378,23377,"Hayes, Samantha",Partial College,Skilled Manual
12373,23372,"Diaz, Jack",Graduate Degree,Professional
12381,23380,"Campbell, Gabriel",High School,Skilled Manual
13562,24561,"Sherman, Megan",High School,Professional
13573,24572,"Martinez, Carolyn",Partial College,Management
13580,24579,"Alexander, Trevor",Partial High School,Professional
7679,18678,"Watson, Sean",Graduate Degree,Skilled Manual
7680,18679,"Wood, Seth",Graduate Degree,Skilled Manual
7681,18680,"Shan, David",Graduate Degree,Skilled Manual
7683,18682,"Bennett, Emily",Graduate Degree,Skilled Manual
7684,18683,"Walker, Robert",Graduate Degree,Skilled Manual
7685,18684,"Watson, Makayla",Graduate Degree,Skilled Manual
7688,18687,"Smith, Olivia",Graduate Degree,Skilled Manual
7689,18688,"Barnes, Antonio",Graduate Degree,Professional
7690,18689,"Miller, Miguel",Graduate Degree,Professional
7691,18690,"Rivera, Carlos",Bachelors,Professional
18962,CS873,Unknown,Unknown,Unknown
7682,18681,"Griffin, Jacqueline",Graduate Degree,Skilled Manual
13736,24735,"Powell, Madison",Graduate Degree,Skilled Manual
13739,24738,"Davis, Hannah",Partial College,Clerical
13755,24754,"Rivera, Haley",Partial College,Clerical
13757,24756,"Bell, Carlos",Partial College,Clerical
13740,24739,"Sanders, Dalton",Partial College,Clerical
18963,CS874,Unknown,Unknown,Unknown
18964,CS875,Unknown,Unknown,Unknown
15697,26696,"Suarez, Robyn",Partial High School,Skilled Manual
15237,26236,"Evans, Isabella",Partial College,Clerical
15239,26238,"Foster, Julia",Partial College,Clerical
15240,26239,"Turner, Kaitlyn",Partial College,Clerical
15241,26240,"Evans, Katelyn",Graduate Degree,Skilled Manual
15242,26241,"Lal, James",Graduate Degree,Skilled Manual
15244,26243,"Gonzalez, Fernando",Graduate Degree,Skilled Manual
15698,26697,"Arun, Manuel",Partial College,Professional
15703,26702,"Arun, Cynthia",Partial College,Professional
15696,26695,"Diaz, Jocelyn",Partial College,Professional
15238,26237,"Martin, Grace",Partial College,Clerical
4092,15091,"Madan, Jermaine",Partial College,Manual
4444,15443,"Patel, Francisco",Graduate Degree,Manual
4455,15454,"Bennett, Ian",Bachelors,Clerical
4458,15457,"Martinez, Adriana",Partial College,Manual
4459,15458,"Ma, Krystal",Partial College,Manual
4460,15459,"Dominguez, Beth",Partial College,Manual
4461,15460,"Nara, Bethany",Partial College,Manual
4457,15456,"Suri, Donald",Bachelors,Clerical
15580,26579,"Hayes, Hunter",High School,Skilled Manual
18965,CS876,Unknown,Unknown,Unknown
5852,16851,"Hayes, Kevin",Partial College,Professional
5857,16856,"Rivera, Erin",Partial College,Professional
5859,16858,"Lopez, Jan",Partial College,Professional
5860,16859,"Kumar, Jack",Partial College,Professional
5864,16863,"Clark, Kaitlyn",Partial College,Professional
5865,16864,"Ramirez, Grace",Partial College,Professional
5872,16871,"Clark, Anna",High School,Professional
6838,17837,"Garcia, Mayra",Partial College,Clerical
5851,16850,"Jenkins, Jessica",Partial College,Professional
5858,16857,"Munoz, Lawrence",Partial College,Professional
15581,26580,"Ramirez, Paige",High School,Skilled Manual
12283,23282,"James, Ariana",Partial College,Clerical
12286,23285,"Luo, Latoya",Graduate Degree,Skilled Manual
12287,23286,"Bell, Taylor",Graduate Degree,Skilled Manual
12288,23287,"Kelly, Juan",Partial College,Clerical
12289,23288,"Evans, Eduardo",Graduate Degree,Skilled Manual
432,11431,"Garcia, Bryant",Partial College,Professional
439,11438,"Nara, Jenny",High School,Management
3181,14180,"Patel, Henry",Bachelors,Management
3182,14181,"Chandra, Adriana",Bachelors,Management
3188,14187,"Lu, Eugene",Partial College,Professional
3190,14189,"Martin, Krista",High School,Professional
3191,14190,"Patel, Candace",High School,Professional
3194,14193,"Vance, Pamela",Partial College,Management
3198,14197,"Gill, Frank",Partial College,Management
3714,14713,"Ye, Jon",Partial College,Clerical
10109,21108,"Martin, Kristine",Bachelors,Skilled Manual
10511,21510,"Perry, Carol",Partial College,Professional
18966,CS877,Unknown,Unknown,Unknown
3180,14179,"Xu, Claudia",Bachelors,Management
10538,21537,"Navarro, Gloria",High School,Professional
429,11428,"Perez, Deanna",Bachelors,Management
10108,21107,"Rodriguez, Kaitlin",Bachelors,Skilled Manual
10520,21519,"Becker, Franklin",Bachelors,Management
12290,23289,"Robinson, Justin",Graduate Degree,Skilled Manual
16247,27246,"Hall, Aaron",Graduate Degree,Skilled Manual
16248,27247,"Hughes, Blake",Graduate Degree,Skilled Manual
16250,27249,"Cox, Emma",Graduate Degree,Skilled Manual
16251,27250,"Vance, Virginia",Graduate Degree,Skilled Manual
16240,27239,"Simmons, Noah",Partial College,Clerical
16241,27240,"Cooper, Dalton",Partial College,Clerical
16245,27244,"Kelly, Arianna",Graduate Degree,Skilled Manual
16246,27245,"Jones, Lauren",Graduate Degree,Skilled Manual
16249,27248,"Taylor, Kayla",Graduate Degree,Skilled Manual
16252,27251,"Flores, Jessica",Graduate Degree,Skilled Manual
16256,27255,"Rivera, Xavier",Bachelors,Skilled Manual
16257,27256,"Lopez, Caleb",Graduate Degree,Skilled Manual
16258,27257,"Sara, Rebekah",Graduate Degree,Skilled Manual
16255,27254,"Jimenez, Theodore",Bachelors,Skilled Manual
16242,27241,"Butler, Oscar",Graduate Degree,Skilled Manual
6159,17158,"Nara, Mitchell",Partial College,Professional
6160,17159,"Ruiz, Kellie",Partial College,Professional
6161,17160,"Andersen, Louis",Partial College,Professional
6162,17161,"Lopez, Katherine",Partial College,Professional
6164,17163,"Adams, Edward",Partial College,Professional
6165,17164,"Clark, Ryan",Partial College,Professional
6166,17165,"Gonzalez, Isaac",Partial College,Professional
6167,17166,"Several, Joshua",High School,Professional
16508,27507,"Li, Valerie",High School,Skilled Manual
16509,27508,"Edwards, James",Partial College,Skilled Manual
16510,27509,"Johnson, Zachary",Partial College,Professional
16522,27521,"Foster, Gabriel",Bachelors,Management
16524,27523,"Martin, Kayla",High School,Professional
1771,12770,"Evans, Charles",Partial College,Clerical
1772,12771,"Thomas, Morgan",Partial College,Clerical
1773,12772,"Clark, Abigail",Partial College,Clerical
1775,12774,"Gao, Kristen",Partial College,Clerical
1776,12775,"Griffin, Connor",Partial College,Clerical
1777,12776,"Campbell, Blake",Graduate Degree,Skilled Manual
1778,12777,"Anderson, Joseph",Partial College,Clerical
1780,12779,"Rogers, Mason",Partial College,Clerical
1774,12773,"Taylor, Samantha",Partial College,Clerical
6163,17162,"Blue, Rachel",Partial College,Professional
16511,27510,"Bailey, Cole",Partial College,Professional
1779,12778,"Morgan, Connie",Partial College,Clerical
16559,27558,"Kumar, Caleb",Partial College,Skilled Manual
16560,27559,"Rodriguez, Emily",Partial College,Skilled Manual
16562,27561,"Brooks, Kimberly",Bachelors,Professional
16564,27563,"Bennett, Devin",Bachelors,Professional
16565,27564,"Lal, Kevin",Bachelors,Professional
16556,27555,"Alexander, Isabella",Partial College,Skilled Manual
1723,12722,"Gomez, Latasha",Partial High School,Manual
1725,12724,"Martin, Eddie",Partial High School,Manual
1726,12725,"James, Gabrielle",Partial High School,Manual
1729,12728,"Stewart, Jeremiah",Partial College,Clerical
1727,12726,"Goel, Kurt",Partial High School,Manual
1732,12731,"Murphy, Steven",High School,Manual
16557,27556,"Cox, Amanda",Partial College,Skilled Manual
1722,12721,"Martinez, Rebekah",Partial College,Clerical
6521,17520,"Baker, Marcus",Partial College,Professional
6522,17521,"Jenkins, Destiny",High School,Professional
6528,17527,"Cook, Anna",High School,Professional
6529,17528,"Kapoor, Whitney",Partial College,Professional
6530,17529,"Mitchell, Chloe",Partial College,Professional
18037,29036,"Baker, Rebecca",Partial High School,Skilled Manual
18027,29026,"Mitchell, Sydney",Partial High School,Skilled Manual
18030,29029,"Bennett, Marcus",Partial High School,Skilled Manual
18031,29030,"Adams, Jeremy",Partial High School,Skilled Manual
18032,29031,"Chen, Brandon",Partial High School,Skilled Manual
18033,29032,"Ramirez, Taylor",Partial High School,Skilled Manual
18035,29034,"Patterson, Jonathan",High School,Professional
18036,29035,"Scott, Elijah",Partial High School,Skilled Manual
18029,29028,"Parker, Samuel",Partial High School,Skilled Manual
18034,29033,"Cooper, Natalie",High School,Professional
6527,17526,"Gonzales, Tristan",High School,Professional
18968,CS879,Unknown,Unknown,Unknown
18969,CS880,Unknown,Unknown,Unknown
13068,24067,"Raman, Carolyn",Bachelors,Clerical
13069,24068,"Yang, Edwin",Bachelors,Clerical
13092,24091,"Munoz, Dwayne",Bachelors,Professional
13093,24092,"Gonzalez, Jillian",Bachelors,Professional
18970,CS882,Unknown,Unknown,Unknown
17148,28147,"Black, Omar",Bachelors,Skilled Manual
17149,28148,"Zhao, Jon",Bachelors,Skilled Manual
17151,28150,"Chen, Connor",Bachelors,Skilled Manual
17152,28151,"Walker, Katherine",Bachelors,Professional
10359,21358,"Reed, Cody",Graduate Degree,Management
10369,21368,"Collins, Mason",Partial College,Skilled Manual
10370,21369,"Rodriguez, Sarah",Partial College,Skilled Manual
10389,21388,"Lee, Nicole",Bachelors,Management
10396,21395,"Hughes, Alexia",Partial College,Skilled Manual
17150,28149,"Miller, William",Bachelors,Skilled Manual
18971,CS883,Unknown,Unknown,Unknown
17191,28190,"Cook, Kimberly",Graduate Degree,Professional
17192,28191,"Long, Mya",Graduate Degree,Professional
18967,CS878,Unknown,Unknown,Unknown
4085,15084,"Serrano, Adrienne",Graduate Degree,Clerical
18972,CS884,Unknown,Unknown,Unknown
5902,16901,"Munoz, Ricky",Bachelors,Management
5904,16903,"Wright, Ian",Graduate Degree,Management
5905,16904,"Bailey, Arianna",Graduate Degree,Management
5906,16905,"Stewart, Janet",Bachelors,Management
18973,CS885,Unknown,Unknown,Unknown
2295,13294,"Hughes, Cassidy",Partial College,Professional
2301,13300,"Hernandez, Timothy",High School,Professional
2302,13301,"Stewart, Angela",High School,Professional
2305,13304,"Peterson, Sara",High School,Professional
2306,13305,"Alexander, Oscar",High School,Professional
12217,23216,"Hall, Kevin",Graduate Degree,Professional
12239,23238,"Lee, Thomas",Partial College,Clerical
12240,23239,"Wu, Curtis",Partial College,Clerical
12241,23240,"Chapman, Phillip",Partial College,Clerical
12242,23241,"Torres, Armando",Partial College,Clerical
17798,28797,"Wood, Alexandra",Partial College,Clerical
18974,CS886,Unknown,Unknown,Unknown
2296,13295,"Jackson, Jasmine",High School,Professional
12218,23217,"Morgan, Michelle",Graduate Degree,Professional
2303,13302,"Torres, Cole",High School,Professional
17841,28840,"Harrison, Valerie",Graduate Degree,Professional
17842,28841,"Gonzales, Samuel",Graduate Degree,Professional
17843,28842,"Bailey, Nicole",Graduate Degree,Professional
17840,28839,"Parker, Connor",Graduate Degree,Professional
5035,16034,"Suri, Pamela",Graduate Degree,Manual
5038,16037,"Kelly, Melissa",Bachelors,Manual
2404,13403,"Jackson, Jennifer",Partial College,Professional
2414,13413,"Phillips, Fernando",Graduate Degree,Management
2415,13414,"Wilson, Miguel",Graduate Degree,Management
2416,13415,"Rogers, Marcus",Graduate Degree,Management
2420,13419,"Coleman, Lauren",Partial College,Professional
2425,13424,"Thomas, Jasmine",Partial College,Professional
2426,13425,"Garcia, Jose",Partial College,Professional
8234,19233,"Andersen, Omar",Graduate Degree,Skilled Manual
8235,19234,"Zheng, Micah",High School,Skilled Manual
8236,19235,"Bennett, Kayla",Graduate Degree,Skilled Manual
8237,19236,"Phillips, Chloe",Graduate Degree,Skilled Manual
2432,13431,"James, Bryan",Partial College,Professional
8709,19708,"Luo, April",Graduate Degree,Management
8713,19712,"Phillips, Eric",Partial College,Professional
8714,19713,"Stewart, Morgan",Partial College,Professional
8717,19716,"Martin, Logan",Partial High School,Skilled Manual
8719,19718,"Butler, Taylor",High School,Professional
8720,19719,"Baker, Hunter",Graduate Degree,Management
18975,CS887,Unknown,Unknown,Unknown
18976,CS888,Unknown,Unknown,Unknown
8712,19711,"Cooper, Devin",Partial College,Professional
8718,19717,"Hill, Edward",Partial High School,Skilled Manual
1190,12189,"Wright, Sophia",Bachelors,Management
1191,12190,"Gonzales, Justin",Graduate Degree,Management
13041,24040,"Bell, Jennifer",Graduate Degree,Skilled Manual
13054,24053,"Allen, Jose",Bachelors,Clerical
13067,24066,"West, Brittney",Bachelors,Clerical
8861,19860,"Young, Sara",Partial College,Professional
8862,19861,"Perry, Caroline",Partial College,Professional
8864,19863,"Powell, Paige",Partial College,Professional
8865,19864,"Brooks, Isaiah",Partial College,Professional
8866,19865,"Butler, Hailey",Partial College,Professional
8867,19866,"Patel, Martin",Partial College,Professional
18977,CS889,Unknown,Unknown,Unknown
18978,CS890,Unknown,Unknown,Unknown
13969,24968,"Moore, Dalton",Partial College,Professional
18979,CS891,Unknown,Unknown,Unknown
14911,25910,"Miller, Natalie",Partial College,Skilled Manual
14917,25916,"Serrano, Naomi",Partial College,Skilled Manual
14918,25917,"Long, Kyle",Partial College,Skilled Manual
14925,25924,"Robinson, Hannah",Partial College,Skilled Manual
14930,25929,"Gray, Alexandra",Partial College,Skilled Manual
14931,25930,"Harris, Ethan",Partial College,Skilled Manual
14932,25931,"Henderson, Ryan",Partial College,Skilled Manual
9701,20700,"Scott, Marcus",Bachelors,Skilled Manual
9702,20701,"Anderson, Liz",Bachelors,Skilled Manual
9704,20703,"White, Seth",Bachelors,Professional
9705,20704,"Rodriguez, Shane",Bachelors,Professional
9706,20705,"Roberts, Kevin",Bachelors,Professional
18980,CS892,Unknown,Unknown,Unknown
9703,20702,"Ross, Oscar",Bachelors,Skilled Manual
509,11508,"Wilson, Elizabeth",Graduate Degree,Skilled Manual
518,11517,"Bryant, Katherine",Partial College,Clerical
519,11518,"Washington, Edward",Partial College,Clerical
522,11521,"Peterson, Ariana",Partial College,Clerical
523,11522,"Hughes, Christian",Graduate Degree,Skilled Manual
525,11524,"Jackson, Alyssa",Partial College,Clerical
18981,CS893,Unknown,Unknown,Unknown
18982,CS895,Unknown,Unknown,Unknown
18983,CS896,Unknown,Unknown,Unknown
18984,CS897,Unknown,Unknown,Unknown
17574,28573,"Gill, Tyrone",Partial College,Clerical
17577,28576,"Uppal, Sunil",Graduate Degree,Skilled Manual
17579,28578,"Rogers, Zoe",Graduate Degree,Skilled Manual
17580,28579,"Ross, Grace",Graduate Degree,Skilled Manual
17581,28580,"Liu, Aimee",Graduate Degree,Skilled Manual
17587,28586,"Diaz, Gabriel",Partial College,Clerical
17589,28588,"Griffin, Emma",Partial College,Clerical
17622,28621,"Liu, Kristen",Partial College,Clerical
17578,28577,"Harris, Austin",Graduate Degree,Skilled Manual
17588,28587,"Harris, Xavier",Partial College,Clerical
16066,27065,"Wright, Jordan",Graduate Degree,Skilled Manual
16067,27066,"Murphy, Cole",Graduate Degree,Skilled Manual
16068,27067,"Rodriguez, Jennifer",Graduate Degree,Skilled Manual
